# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
 1025       9.874971301919e+02       3.983713533599e+01       0.000000000000e+00      -5.559980641497e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1026       9.884856893873e+02       3.964369259459e+01       0.000000000000e+00      -5.671253919868e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1027       9.895781471710e+02       3.944550372004e+01       0.000000000000e+00      -5.780726952226e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1028       9.907723280293e+02       3.924265769588e+01       0.000000000000e+00      -5.888367728049e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1029       9.920660359564e+02       3.903524433850e+01       0.000000000000e+00      -5.994144058352e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1030       9.934570544018e+02       3.882335429928e+01       0.000000000000e+00      -6.098023575315e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1031       9.949431462176e+02       3.860707906674e+01       0.000000000000e+00      -6.199973731911e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1032       9.965220536059e+02       3.838651096863e+01       0.000000000000e+00      -6.299961801532e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1033       9.981914980659e+02       3.816174317408e+01       0.000000000000e+00      -6.397954877617e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1034       9.999491803412e+02       3.793286969574e+01       0.000000000000e+00      -6.493919873281e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1035       1.001792780367e+03       3.769998539186e+01       0.000000000000e+00      -6.587823520935e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1036       1.003719957219e+03       3.746318596849e+01       0.000000000000e+00      -6.679632371925e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1037       1.005728349056e+03       3.722256798153e+01       0.000000000000e+00      -6.769312796147e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1038       1.007815573074e+03       3.697822883890e+01       0.000000000000e+00      -6.856830981685e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1039       1.009979225448e+03       3.673026680269e+01       0.000000000000e+00      -6.942152934429e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1040       1.012216881283e+03       3.647878099122e+01       0.000000000000e+00      -7.025244477708e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1041       1.014526094556e+03       3.622387138122e+01       0.000000000000e+00      -7.106071251917e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1042       1.016904398070e+03       3.596563880996e+01       0.000000000000e+00      -7.184598714141e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1043       1.019349303398e+03       3.570418497734e+01       0.000000000000e+00      -7.260792137785e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1044       1.021858300830e+03       3.543961244804e+01       0.000000000000e+00      -7.334616612201e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1045       1.024428859319e+03       3.517202465366e+01       0.000000000000e+00      -7.406037042313e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1046       1.027058426431e+03       3.490152589482e+01       0.000000000000e+00      -7.475018148247e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1047       1.029744428294e+03       3.462822134330e+01       0.000000000000e+00      -7.541524464957e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1048       1.032484269539e+03       3.435221704417e+01       0.000000000000e+00      -7.605520341852e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1049       1.035275333252e+03       3.407361991793e+01       0.000000000000e+00      -7.666969942424e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1050       1.038114980921e+03       3.379253776261e+01       0.000000000000e+00      -7.725837243874e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1051       1.041000656459e+03       3.350907830116e+01       0.000000000000e+00      -7.782093200315e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1052       1.043930199966e+03       3.322334630484e+01       0.000000000000e+00      -7.835737342176e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1053       1.046901538224e+03       3.293544643409e+01       0.000000000000e+00      -7.886776476301e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1054       1.049912580974e+03       3.264548419162e+01       0.000000000000e+00      -7.935217550010e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1055       1.052961220877e+03       3.235356592451e+01       0.000000000000e+00      -7.981067651501e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1056       1.056045333469e+03       3.205979882615e+01       0.000000000000e+00      -8.024334010253e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1057       1.059162777122e+03       3.176429093833e+01       0.000000000000e+00      -8.065023997434e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1058       1.062311393000e+03       3.146715115324e+01       0.000000000000e+00      -8.103145126303e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1059       1.065489005023e+03       3.116848921548e+01       0.000000000000e+00      -8.138705052618e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1060       1.068693419819e+03       3.086841572410e+01       0.000000000000e+00      -8.171711575035e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1061       1.071922426687e+03       3.056704213464e+01       0.000000000000e+00      -8.202172635521e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1062       1.075173797553e+03       3.026448076111e+01       0.000000000000e+00      -8.230096319749e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1063       1.078445286931e+03       2.996084477804e+01       0.000000000000e+00      -8.255490857512e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1064       1.081734631879e+03       2.965624822251e+01       0.000000000000e+00      -8.278364623121e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1065       1.085039551962e+03       2.935080599618e+01       0.000000000000e+00      -8.298726135814e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1066       1.088357749203e+03       2.904463386727e+01       0.000000000000e+00      -8.316584060158e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1067       1.091686908051e+03       2.873784847263e+01       0.000000000000e+00      -8.331947206454e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1068       1.095024695331e+03       2.843056731976e+01       0.000000000000e+00      -8.344824531144e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1069       1.098368760208e+03       2.812290878878e+01       0.000000000000e+00      -8.355225137212e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1070       1.101716734143e+03       2.781499213455e+01       0.000000000000e+00      -8.363158274594e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1071       1.105066230855e+03       2.750693748860e+01       0.000000000000e+00      -8.368633340576e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1072       1.108414846273e+03       2.719886586120e+01       0.000000000000e+00      -8.371659880205e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1073       1.111760158502e+03       2.689089914339e+01       0.000000000000e+00      -8.372247586690e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1074       1.115099727778e+03       2.658316010897e+01       0.000000000000e+00      -8.370406301807e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1075       1.118431096425e+03       2.627577241656e+01       0.000000000000e+00      -8.366146016306e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1076       1.121751788818e+03       2.596886061160e+01       0.000000000000e+00      -8.359476870313e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1077       1.125059311336e+03       2.566255012839e+01       0.000000000000e+00      -8.350409153736e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1078       1.128351152327e+03       2.535696729210e+01       0.000000000000e+00      -8.338953306670e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1079       1.131624782060e+03       2.505223932079e+01       0.000000000000e+00      -8.325119919802e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1080       1.134877652690e+03       2.474849432747e+01       0.000000000000e+00      -8.308919734813e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1081       1.138107198211e+03       2.444586132207e+01       0.000000000000e+00      -8.290363644787e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1082       1.141310834418e+03       2.414447021350e+01       0.000000000000e+00      -8.269462694612e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1083       1.144485958865e+03       2.384445181168e+01       0.000000000000e+00      -8.246228081387e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1084       1.147629950822e+03       2.354593782952e+01       0.000000000000e+00      -8.220671154826e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1085       1.150740171237e+03       2.324906088499e+01       0.000000000000e+00      -8.192803417662e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1086       1.153813962689e+03       2.295395450312e+01       0.000000000000e+00      -8.162636526053e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1087       1.156848649354e+03       2.266075311805e+01       0.000000000000e+00      -8.130182289986e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1088       1.159841536955e+03       2.236959207500e+01       0.000000000000e+00      -8.095452673681e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1089       1.162789912730e+03       2.208060763236e+01       0.000000000000e+00      -8.058459795999e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1090       1.165691327093e+03       2.179392539868e+01       0.000000000000e+00      -8.019219642807e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1091       1.168544442862e+03       2.150962547011e+01       0.000000000000e+00      -7.977763257770e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1092       1.171348197336e+03       2.122777682962e+01       0.000000000000e+00      -7.934125702384e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1093       1.174101521604e+03       2.094844887054e+01       0.000000000000e+00      -7.888342358384e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1094       1.176803340532e+03       2.067171139734e+01       0.000000000000e+00      -7.840448928535e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1095       1.179452572750e+03       2.039763462656e+01       0.000000000000e+00      -7.790481437400e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1096       1.182048130640e+03       2.012628918757e+01       0.000000000000e+00      -7.738476232126e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1097       1.184588920319e+03       1.985774612354e+01       0.000000000000e+00      -7.684469983224e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1098       1.187073841631e+03       1.959207689221e+01       0.000000000000e+00      -7.628499685344e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1099       1.189501788133e+03       1.932935336678e+01       0.000000000000e+00      -7.570602658055e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1100       1.191871647080e+03       1.906964783677e+01       0.000000000000e+00      -7.510816546628e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1101       1.194182299412e+03       1.881303300887e+01       0.000000000000e+00      -7.449179322812e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1102       1.196432619744e+03       1.855958200779e+01       0.000000000000e+00      -7.385729285614e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1103       1.198621476350e+03       1.830936837713e+01       0.000000000000e+00      -7.320505062078e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1104       1.200747731151e+03       1.806246608023e+01       0.000000000000e+00      -7.253545608067e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1105       1.202810239702e+03       1.781894950104e+01       0.000000000000e+00      -7.184890209037e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1106       1.204807851181e+03       1.757889344494e+01       0.000000000000e+00      -7.114578480821e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1107       1.206739408371e+03       1.734237313965e+01       0.000000000000e+00      -7.042650370406e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1108       1.208603747654e+03       1.710946423603e+01       0.000000000000e+00      -6.969146156715e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1109       1.210399698991e+03       1.688024280899e+01       0.000000000000e+00      -6.894106451381e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1110       1.212126085913e+03       1.665478535831e+01       0.000000000000e+00      -6.817572199531e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1111       1.213781725509e+03       1.643316880951e+01       0.000000000000e+00      -6.739584680565e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1112       1.215365428409e+03       1.621547051470e+01       0.000000000000e+00      -6.660185508932e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1113       1.216875998774e+03       1.600176825345e+01       0.000000000000e+00      -6.579416634913e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1114       1.218312234283e+03       1.579214023365e+01       0.000000000000e+00      -6.497320345398e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1115       1.219672926120e+03       1.558666509234e+01       0.000000000000e+00      -6.413939264666e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1116       1.220956858957e+03       1.538542189659e+01       0.000000000000e+00      -6.329316355163e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1117       1.222162810948e+03       1.518849014433e+01       0.000000000000e+00      -6.243494918286e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1118       1.223289553710e+03       1.499594976526e+01       0.000000000000e+00      -6.156518595156e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1119       1.224335852314e+03       1.480788112166e+01       0.000000000000e+00      -6.068431367400e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1120       1.225300465270e+03       1.462436500925e+01       0.000000000000e+00      -5.979277557932e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1121       1.226182144514e+03       1.444548265807e+01       0.000000000000e+00      -5.889101831731e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1122       1.226979635395e+03       1.427131573331e+01       0.000000000000e+00      -5.797949196617e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1123       1.227691676663e+03       1.410194633620e+01       0.000000000000e+00      -5.705865004037e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1124       1.228317000457e+03       1.393745700483e+01       0.000000000000e+00      -5.612894949838e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1125       1.228854332288e+03       1.377793071504e+01       0.000000000000e+00      -5.519085075051e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1126       1.229302391029e+03       1.362345088124e+01       0.000000000000e+00      -5.424481766666e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1127       1.229659888904e+03       1.347410135732e+01       0.000000000000e+00      -5.329131758415e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1128       1.229925531469e+03       1.332996643743e+01       0.000000000000e+00      -5.233082131549e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1129       1.230098297191e+03       1.319111601801e+01       0.000000000000e+00      -5.136378921654e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1130       1.230178280152e+03       1.305756087149e+01       0.000000000000e+00      -5.039062917776e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1131       1.230165858223e+03       1.292929679534e+01       0.000000000000e+00      -4.941173810467e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1132       1.230061414485e+03       1.280631939791e+01       0.000000000000e+00      -4.842751581468e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1133       1.229865337236e+03       1.268862409790e+01       0.000000000000e+00      -4.743836504358e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
